zip_code,broad_category,least_category,mid_category,fine_category,final_category,original_price,new_price,discount
3000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Poultry Mayo Salads,Poultry Mayo Salads,19.75,8,11.75
3000,Dairy And Cold Storage,Dairy,Desserts Snacks,Unknown,Desserts Snacks,6.5,3,3.5
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,22.95,14,8.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,24.95,18,6.95
3000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,10,14.95
3000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,17.95,14,3.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,38.95,30,8.95
3000,Dairy And Cold Storage,Dairy,Butter Fats,Butter,Butter,31.95,20,11.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Soured Milk,Soured Milk,19.95,12,7.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,16.5,11,5.5
3000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,25.95,12,13.95
3000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,24.95,16,8.95
3000,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,16.95,12,4.95
3000,Dairy And Cold Storage,Fresh Dough And Pancakes,Prepared Pizza Base,Unknown,Prepared Pizza Base,33.95,25,8.95
3000,Dairy And Cold Storage,Fresh Dough And Pancakes,Prepared Pizza Base,Unknown,Prepared Pizza Base,35.95,25,10.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Pizza,Unknown,Ready To Eat Pizza,33.95,20,13.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Pizza,Unknown,Ready To Eat Pizza,33.95,25,8.95
3000,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,Blue Cheese Brie,22.95,14,8.95
3000,Dairy And Cold Storage,Potato Accessories,Prepared Potatoes,Unknown,Prepared Potatoes,15.95,12,3.95
3000,Dairy And Cold Storage,Potato Accessories,potato Salad,Unknown,potato Salad,35.95,25,10.95
3000,Dairy And Cold Storage,Potato Accessories,Prepared Potatoes,Unknown,Prepared Potatoes,25.95,20,5.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,14.95,8,6.95
3000,Dairy And Cold Storage,Dairy,Cheese,Mozarella,Mozarella,24.95,14,10.95
3000,Dairy And Cold Storage,Dairy,Cheese,Mozarella,Mozarella,28.95,19,9.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,18.95,13,5.95
3000,Bread And Cakes,Rye Breads,Other Rye Breads,Unknown,Other Rye Breads,5.75,4,1.75
3000,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,Cheese Specialities,19.95,15,4.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,16,13.95
3000,Beverages,Juice Smoothies,Other Fruit Juices,Unknown,Other Fruit Juices,36.95,18,18.95
3000,Beverages,Juice Smoothies,Apple Juices,Unknown,Apple Juices,29.95,20,9.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,25.95,14,11.95
3000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Other Mayo Salads,Other Mayo Salads,19.95,9,10.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.5,11,3.5
3000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,15.95,12,3.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,17.95,10,7.95
3000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,25.95,10,15.95
3000,Dairy And Cold Storage,Dairy,Cheese,Shredded Cheese Toppings,Shredded Cheese Toppings,21.95,12,9.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,22.95,14,8.95
3000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,32.95,24,8.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,Cold Cuts Chicken,15.95,9,6.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,12.95,9,3.95
3000,Dairy And Cold Storage,Tapas Specialities,Olives Other Attachments,Unknown,Olives Other Attachments,24.95,11,13.95
3000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Chicken Sausages,Chicken Sausages,13.95,7,6.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,Cold Cuts Chicken,16.95,9,7.95
3000,Meat Fish,Pork,Roasted Whole Pork Pieces,Pork Tenderloin,Pork Tenderloin,69.95,42,27.95
3000,Dairy And Cold Storage,Dairy,Cheese,Mozarella,Mozarella,34.95,20,14.95
3000,Dairy And Cold Storage,Dairy,Cheese,Cottage Cheese,Cottage Cheese,14.95,11,3.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,30.95,20,10.95
3000,Dairy And Cold Storage,Sauces Dressings,Dressings,Unknown,Dressings,21.95,17,4.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,12.95,9,3.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Yoghurt,Yoghurt,6.95,4,2.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,Cold Cuts Chicken,17.95,9,8.95
3000,Bread And Cakes,Light Breads Dark Breads,Whole Breads,Unknown,Whole Breads,26.95,8,18.95
3000,Bread And Cakes,Light Breads Dark Breads,Whole Breads,Unknown,Whole Breads,26.95,8,18.95
3000,Bread And Cakes,Rye Breads,Rye Breads With Carrots,Unknown,Rye Breads With Carrots,25.5,9,16.5
3000,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,9.75,7,2.75
3000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,19.95,11,8.95
3000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,10.5,8,2.5
3000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,32.95,15,17.95
3000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,23.95,11,12.95
3000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,15.5,12,3.5
3000,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,Unknown,Light Dark Buns,27.5,14,13.5
3000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,15.95,12,3.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,14.95,10,4.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,14.95,9,5.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Drinking Yoghurt Kids Yoghurt,Drinking Yoghurt Kids Yoghurt,23.95,11,12.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,17.95,9,8.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Corned Beef,Corned Beef,19.95,9,10.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,16.95,9,7.95
3000,Bread And Cakes,Bread Specialities,Burger Buns,Unknown,Burger Buns,21.95,17,4.95
3000,Bread And Cakes,Rye Breads,Other Rye Breads,Unknown,Other Rye Breads,22.95,14,8.95
3000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,39.95,21,18.95
3000,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,Pork Sausages,36.25,20,16.25
3000,Dairy And Cold Storage,Dairy,Cream Whipped Cream,Whipping Cream,Whipping Cream,17.25,12,5.25
3000,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,8.95,7,1.95
3000,Bread And Cakes,Rye Breads,Seeded Rye Breads,Unknown,Seeded Rye Breads,19.95,8,11.95
3000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
3000,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,Unknown,Pesto Hummus,24.95,15,9.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,Sliced Lunch Meats,14.25,11,3.25
3000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,20.75,16,4.75
3000,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,Fish Mayo Salads,20.95,9,11.95
3000,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,Unknown,Sun Flower Seeded Rye Breads,26.95,6,20.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Smoked Saddle Of Pork,Smoked Saddle Of Pork,17.95,12,5.95
3000,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,Blue Cheese Brie,45.95,18,27.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,Unknown,Dinner Meals,30.95,10,20.95
3000,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,Sliced Cheese,22.95,18,4.95
3000,Dairy And Cold Storage,Fresh Pasta,Fresh Pasta Without Fillings,Unknown,Fresh Pasta Without Fillings,23.95,16,7.95
3000,Bread And Cakes,Light Breads Dark Breads,Toast Breads,Unknown,Toast Breads,21.95,12,9.95
3000,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Buttermilk,Buttermilk,13.75,10,3.75
3000,Dairy And Cold Storage,Dairy,Milk,Semiskimmed Milk,Semiskimmed Milk,10.75,8,2.75
3000,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,Meat Sausage,17.95,10,7.95
3000,Meat Fish,Pork,Thick Sausages,Unknown,Thick Sausages,34.95,25,9.95
3000,Dairy And Cold Storage,Dairy,Milk,Skimmed Milk,Skimmed Milk,10.75,8,2.75
3000,Dairy And Cold Storage,Lunch Meats,Meat Balls,Unknown,Meat Balls,19.75,15,4.75
3000,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,Sausage Roll,19.75,12,7.75
3000,Dairy And Cold Storage,Lunch Meats,Meat,Salami,Salami,16.95,12,4.95
3000,Dairy And Cold Storage,Dairy,Milk,Skimmed Milk,Skimmed Milk,17.95,14,3.95
3000,Dairy And Cold Storage,Lunch Meats,Meat,Roastbeef,Roastbeef,20.95,10,10.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,22.95,12,10.95
3000,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,Unknown,Sandwiches Wraps,37.95,14,23.95
3000,Dairy And Cold Storage,Potato Accessories,Prepared Potatoes,Unknown,Prepared Potatoes,15.95,12,3.95
3000,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,Unknown,Liver Paste Patee,29.95,16,13.95
